EventsID,SiteCode,EventCode,Personnel,CrewLeader,SiteName,TribTo,Date,TimeStart,TimeEnd,MouthLat,MouthLon,SiteLat,SiteLon,Discharge,WaterTemp,pH,SpecCond,Alk,DO,Hardness,AirTemp,Turbidity,Format,Unassessed,Connectivity,Loyalsock,FarmStreams,Other,Location,EventNotes,Weather,WQTime
435,Snake.BearLoyalsock,201406.Snake.BearLoyalsock,,,Snake.Run,Bear Creek (Loyalsock),6/3/2014,,,,,41.38209,-76.781769,,11.2,6.7,19,7.4,,,,,Repeated,,,Loyalsock,,,Upstream of braid,,,
436,UnNamedt30355.Millstone,201406.UnNamedt30355.Millstone,,,Un.Named.tributary.30355,Millstone Creek,6/3/2014,3:30:00 PM,,41.62348,-76.53806,41.62348,-76.53806,,12.4,7.73,38.4,9.5,,,,,Single,Unassessed,,,,,at the mouth,,,
437,Unt20098.Blackwater,201406.Unt20098.Blackwater,,,Un.named.tributary.20098,Blackwater Run,6/3/2014,8:50:00 AM,,41.50927,-76.61991,41.50927,-76.61992,,16,7.24,98.9,39.8,,,,,Single,Unassessed,,,,,at mouth,,,
438,Unt20162.LittleLoyalsock,201406.Unt20162.LittleLoyalsock,,,Un.named.tributary.20162,Little Loyalsock Creek,6/3/2014,10:19:00 AM,,41.4992,-76.59618,41.50619,-76.59099,,14.2,7.91,104,50,,,,,Single,Unassessed,,,,,above culvert off rt 87,,,
439,Unt20163.LittleLoyalsock,201406.Unt20163.LittleLoyalsock,,,Un.named.tributary.20163,Little Loyalsock Creek,6/3/2014,11:10:00 AM,,41.50494,-76.50223,41.50494,-76.59223,,,,,,,,,,Single,Unassessed,,,,,Completely culverted from the pond to the trib,,,
440,UnT20165.Lick,201406.UnT20165.Lick,,,Un.named.Tributary.20165,Lick Creek,6/3/2014,11:30:00 AM,,41.50881,-76.58461,41.51117,-76.58606,,14.1,7.87,33,10,,,,,Single,Unassessed,,,,,dry at mouth for 250m  35m below culvert on mccarty ridge rd SR 4011,,,
441,Unt20183.Streby,201406.Unt20183.Streby,,,Un...named.tributary.20183,Streby Run,6/3/2014,12:45:00 PM,,41.54931,-76.54984,41.54931,-76.5498,,11.7,7.93,93.9,45.8,,,,,Single,Unassessed,,,,,above and below the culvert by state road 4016  A drop of 2 feet at the mouth to streby in addition to a 4ft drop from the culvert to the streams mouth,,,
442,UnT20322.Loyalsock,201406.UnT20322.Loyalsock,,,Un.named.Tributary.20322,Loyalsock Creek,6/3/2014,7:50:00 AM,,41.46487,-76.55123,41.46489,-76.55123,,10.6,8.36,38.3,14.4,,,,,Single,Unassessed,,,,,Sullivan County Fairgrounds,,,
443,UnT30346.DeepHollow,201406.UnT30346.DeepHollow,,,Un.named.Tributary.30346,Deep Hollow,6/3/2014,2:52:00 PM,,41.64993,-76.50212,41.64993,-76.50212,,14.6,7.9,36.4,12.7,,,,,Single,Unassessed,,,,,1st UNT upstream deep hollow road,,,
444,Conklin.LakeMokoma,201406.Conklin.LakeMokoma,,,Conklin.Run,Lake Mokoma,6/4/2014,,,,,41.41991,-76.480135,,11.5,4.68,17.8,0,,,,,Repeated,,,Loyalsock,,,Upstream of Bridge,,,
445,DoenewUnt.LakeMokoma,201406.DoenewUnt.LakeMokoma,,,Doe.Run..new.Un.named.trib.,Lake Mokoma,6/4/2014,8:00:00 AM,,41.41075,-76.49323,41.41075,-76.49323,,11.9,6.98,40.3,7.4,,,,,Single,Unassessed,,,,,At mouth,,,
446,Level.Lick,201406.Level.Lick,,,Level.Branch,Lick Creek,6/4/2014,,,,,41.553886,-76.553158,,14.6,7.08,92,26,,,,,Repeated,,,Loyalsock,,,,,,
447,Lick.Kings,201406.Lick.Kings,,,Lick.Run,Kings Creek,6/4/2014,,,,,41.50767,-76.64373,,11.7,6.94,79.7,11,,,,,Repeated,,,Loyalsock,,,,,,
448,Streby.Lick,201406.Streby.Lick,,,Streby.Run,Lick Creek,6/4/2014,,,,,41.548331,-76.555277,,13.3,7,86.4,41,,,,,Repeated,,,Loyalsock,,,Mouth,,,
449,UNNamedT30423.Schrader,201406.UNNamedT30423.Schrader,,,UN.Named.Tributary.30423,Schrader Creek,6/4/2014,10:30:00 AM,,41.58124,-76.78095,41.58038,-76.78166,,12.9,6.47,62.1,12.8,,,,,Single,Unassessed,,,,,50m above mouth,,,
450,unt20362.Dutchman,201406.unt20362.Dutchman,,,un.named.tributary.20362,Dutchman Run,6/4/2014,8:00:00 AM,,41.4407,-76.45386,41.4407,-76.4539,,12.3,7.11,114.5,11.9,,,,,Single,Unassessed,,,,,below culvert off of 220,,,
451,Unt20408.Ellis,201406.Unt20408.Ellis,,,Un.named.tributary.20408,Ellis Creek,6/4/2014,10:50:00 AM,,41.43943,-76.37341,41.43818,-76.37341,,12.6,5.7,228,0,,,,,Single,Unassessed,,,,,Just above mouth,,,
452,Unt20409.Ellis,201406.Unt20409.Ellis,,,Un.named.tributary.20409,Ellis Creek,6/4/2014,10:00:00 AM,,41.433,-76.37159,41.433,-76.37159,,11.9,6.25,17.6,3,,,,,Single,Unassessed,,,,,left branch facing upstream according to maps,,,
453,UNt20410.Loyalsock,201406.UNt20410.Loyalsock,,,UN.named.tributary.20410,Loyalsock Creek,6/4/2014,1:00:00 PM,,41.45212,-76.3704,41.45211,-76.37067,,18.8,7.08,164.5,11.2,,,,,Single,Unassessed,,,,,at the mouth  silty,,,
454,Unt20417.Lopez,201406.Unt20417.Lopez,,,Un.named.tributary.20417,Lopez Creek,6/4/2014,,,41.44893,-76.32179,41.44893,-76.32979,,12.4,7.9,23.6,14.9,,,,,Single,Unassessed,,,,,At mouth,,,
455,Unt20465.Santee,201406.Unt20465.Santee,,,Un.named.tributary.20465,Santee Creek,6/4/2014,9:00:00 AM,,41.47246,-76.25835,41.47246,-76.25835,,,,,,,,,,Single,Unassessed,,,,,mouth to santee creek,,,
456,UnT20470.Loyalsock,201406.UnT20470.Loyalsock,,,Un.named.Tributary.20470,Loyalsock Creek,6/4/2014,4:00:00 PM,,41.45126,-76.27689,41.45126,-76.27689,,,,,,,,,,Single,Unassessed,,,,,flows into a wetland  its dry with pockets in the wetland,,,
457,Yellow.LittleLoyalsock,201406.Yellow.LittleLoyalsock,,,Yellow.Run,Little Loyalsock Creek,6/4/2014,,,,,41.5081,-76.504,,16.3,7,75,31.9,,,,,Repeated,,,Loyalsock,,,Bridge,,,
458,ColdSpring.Schrader,201406.ColdSpring.Schrader,,,Cold.Spring,Schrader Creek,6/5/2014,12:26:00 PM,,41.59238,-76.7312,41.59238,-76.7312,,12.3,7.12,23.5,3.7,,,,,Single,Unassessed,,,,,dry about 400m from the mouth  300m above the culvert on schrader creek road,,,
459,DryHB.Hoagland,201406.DryHB.Hoagland,,,Dry.Run.HB,Hoagland Branch,6/5/2014,,,,,41.51405,-76.71452,,13.1,7,51.8,15,,,,,Repeated,,,Loyalsock,,,,,,
460,Swamp.Hoagland,201406.Swamp.Hoagland,,,Swamp.Run,Hoagland Branch,6/5/2014,,,,,41.49084,-76.71973,,13,7.22,8.8,11,,,,,Repeated,,,Loyalsock,,,Mouth,,,
461,UNNamedT30421.Schrader,201406.UNNamedT30421.Schrader,,,UN.Named.Tributary.30421,Schrader Creek,6/5/2014,2:30:00 PM,,41.58515,-76.76714,41.58521,-76.76818,,13.1,4.4,24,0,,,,,Single,Unassessed,,,,,at the mouth,,,
462,UNNamedT30424.Schrader,201406.UNNamedT30424.Schrader,,,UN.Named.Tributary.30424,Schrader Creek,6/5/2014,9:45:00 AM,,41.57752,-76.78738,41.5725,-76.78738,,12,4.23,20.5,0,,,,,Single,Unassessed,,,,,above culvert next to railroad road perpendicular to schrader creek,,,
463,UnT30419.Schrader,201406.UnT30419.Schrader,,,Un.named.Tributary.30419,Schrader Creek,6/5/2014,11:50:00 AM,,41.58562,-76.75993,41.58562,-76.75943,,13.2,6.11,24.3,7.2,,,,,Single,Unassessed,,,,,at  mouth large wetland that drains schrader creek,,,
464,UnT30426.Schrader,201406.UnT30426.Schrader,,,Un.named.Tributary.30426..wilson.run.,Schrader Creek,6/5/2014,7:54:00 AM,,41.58167,-76.79158,41.58167,-76.79158,,13.7,7.05,64.1,9.3,,,,,Single,Unassessed,,,,,At mouth,,,
465,Unt30427.Schrader,201406.Unt30427.Schrader,,,Un.named.tributary.30427,Schrader Creek,6/5/2014,1:00:00 PM,,41.58353,-76.7946,41.58353,-76.7946,,13.4,4.37,22,0,,,,,Single,Unassessed,,,,,At Mouth,,,
466,Wolf.Schrader,201406.Wolf.Schrader,,,Wolf.Run,Schrader Creek,6/5/2014,1:15:00 PM,,41.595833,-76.7075,41.595833,-76.7075,,14.2,5.84,17,2.9,,,,,Single,Unassessed,,,,,below bridge to Schrader creek road 20 m up from the mouth,,,
467,Mill.Loyalsock,201406.Mill.Loyalsock,,,Mill.Run,Loyalsock Creek,6/6/2014,,,,,41.46669,-76.47659,,12.2,6.03,42.6,13,,,,,Repeated,,,Loyalsock,,,Off Karge Road,,,
468,Sand.MillMokoma,201406.Sand.MillMokoma,,,Sand.Run,Mill Creek (Mokoma),6/6/2014,,,,,41.429593,-76.486242,,13.4,5.08,21,0.8,,,,,Repeated,,,Loyalsock,,,,,,
469,Dutchman.UpperLoyalsock,201406.Dutchman.UpperLoyalsock,,,Dutchman.Run,Upper Loyalsock Creek,6/9/2014,,,,,41.449235,-76.451373,,11,6.4,70.7,7.4,,,,,Repeated,,,Loyalsock,,,Upstream of Railroad Trestle,,,
470,Ellis.UpperLoyalsock,201406.Ellis.UpperLoyalsock,,,Ellis.Creek,Upper Loyalsock Creek,6/9/2014,,,,,41.44606,-76.37416,,12.8,4.52,13.6,1.6,,,,,Repeated,,,Loyalsock,,,,,,
471,FlagMarsh.Pigeon,201406.FlagMarsh.Pigeon,,,Flag.Marsh.Run,Pigeon Creek,6/9/2014,,,,,41.476077,-76.309056,,12.6,6.21,31.7,10,,,,,Repeated,,,Loyalsock,,,Mouth,,,
472,Sherman.UpperLoyalsock,201406.Sherman.UpperLoyalsock,,,Sherman.Run,Upper Loyalsock,6/9/2014,,,,,41.45208,-76.3519,,14.3,4.35,31.4,,,,,,Repeated,,,Loyalsock,,,Bridge,,,
473,Grandad.Hessler,201406.Grandad.Hessler,,,Grandad.Run,Hessler Branch,6/10/2014,,,,,41.35706,-76.7487,,12.1,5.5,11.9,1,,,,,Repeated,,,Loyalsock,,,Mouth,,,
474,Huckle.Loyalsock,201406.Huckle.Loyalsock,,,Huckle.Run,Loyalsock,6/10/2014,,,,,41.41844,-76.71111,,14,7.15,42.4,1.5,,,,,Repeated,,,Loyalsock,,,Mouth,,,
475,Unt200195.Kettle,201406.Unt200195.Kettle,,,Un.named.tributary.20019.5,Kettle Creek,6/10/2014,2:15:00 PM,,41.41874,-76.63109,41.41874,-76.63109,,13.8,5.91,27.4,2.4,,,,,Single,Unassessed,,,,,kettle creek club  not on the map but flows year round according to club,,,
476,Unt20020.Kettle,201406.Unt20020.Kettle,,,Un.named.tributary.20020,Kettle Creek,6/10/2014,11:30:00 AM,,41.42171,-76.62662,41.42179,-76.62655,,13.9,5.97,21.6,1.3,,,,,Single,Unassessed,,,,,Kettle creek club,,,
477,UNTtoLoyalsock.Loyalsock,201406.UNTtoLoyalsock.Loyalsock,,,UN.Trib.to.Loyalsock.Creek..AKA.the.Race,Loyalsock Creek,6/10/2014,8:00:00 AM,,41.491953,-76.607427,41.49047,-76.601615,,12.3,6.96,91.6,34.8,,,,,Single,Unassessed,,,,,Rt 87 at old trading post,,,
478,Fall.Hoagland,201406.Fall.Hoagland,,,Fall.Run,Hoagland Branch,6/11/2014,,,,,41.53544,-76.74061,,15,7.35,90.7,13.4,,,,,Repeated,,,Loyalsock,,,Mouth,,,
479,Porter.Hoagland,201406.Porter.Hoagland,,,Porter.Creek,Hoagland Branch,6/11/2014,,,,,41.52133,-76.70416,,15,7.3,88.7,30,,,,,Repeated,,,Loyalsock,,,Mouth,,,
480,Weed.Hoagland,201406.Weed.Hoagland,,,Weed.Creek,Hoagland Branch,6/11/2014,,,,,41.53089,-76.74007,,13.7,7.24,68.9,26.2,,,,,Repeated,,,Loyalsock,,,Mouth,,,
481,Lake.Elk,201406.Lake.Elk,,,Lake.Run,Elk Creek,6/12/2014,,,,,41.55373,-76.66962,,16.3,7.31,47.9,17.3,,,,,Repeated,,,Loyalsock,,,100m upstream of mouth,,,
482,SandSpring.LittleBear,201406.SandSpring.LittleBear,,,Sand.Spring.Run,Little Bear Creek,6/12/2014,,,,,41.34489,-76.79786,,9.7,5.91,14,1.5,,,,,Repeated,,,Loyalsock,,,Bridge,,,
483,UnT20070.Porter,201406.UnT20070.Porter,,,Un.named.Tributary.20070,Porter Creek,6/12/2014,11:35:00 AM,,41.55354,-76.71284,41.55382,-76.71285,,14.4,7.08,46,6,,,,,Single,Unassessed,,,,,rolands Rd.,,,
484,UNt20118.Elk,201406.UNt20118.Elk,,,UN.named.tributary.20018..Baumunk.Branch.,Elk Creek,6/12/2014,4:01:00 PM,,41.53732,-76.67874,41.5374,-76.68011,,14.2,7.12,76,16,,,,,Single,Unassessed,,,,,Battin Rd.,,,
485,UNT19324.WhiteDeerHole,201406.UNT19324.WhiteDeerHole,,,UNT.19324,White Deer Hole Creek,6/18/2014,11:00:00 AM,,41.11324,-77.08661,41.11142,-77.090541,,17.4,7.62,35.4,9.4,,,,,Single,Unassessed,,,,,Behind white deer hunting club,,,
486,UNT19325.WhiteDeerHole,201406.UNT19325.WhiteDeerHole,,,UNT.19325,White Deer Hole Creek,6/18/2014,10:00:00 AM,,41.11173,-77.09026,41.11123,-77.09037,,16.1,6.66,24.6,5.7,,,,,Single,Unassessed,,,,,Gap road just above mouth,,,
487,UNT19326.WhiteDeerHole,201406.UNT19326.WhiteDeerHole,,,UNT.19326,White Deer Hole Creek,6/18/2014,2:00:00 PM,,41.11222,-77.09563,41.11222,-77.09563,,,,,,,,,,Single,Unassessed,,,,,Does not exist. Potentially old bed  but has not had flow in years.,,,
488,UNT19327.WhiteDeerHole,201406.UNT19327.WhiteDeerHole,,,UNT.19327,White Deer Hole Creek,6/18/2014,2:30:00 PM,,41.11023,-77.10261,41.11023,-77.10261,,,,,,,,,,Single,Unassessed,,,,,At mouth,,,
489,UNT19333.WhiteDeerHole,201406.UNT19333.WhiteDeerHole,,,UNT.19333,White Deer Hole Creek,6/18/2014,12:48:00 PM,,41.09749,-77.15968,41.09675,-77.1626,,10.3,5.75,15.8,2,,,,,Single,Unassessed,,,,,100M below Dunbar Trail Bridge,,,
490,Coal.UpperLoyalsock,201406.Coal.UpperLoyalsock,,,Coal.Run,Upper Loyalsock Creek,6/19/2014,,,,,41.46088,-76.52153,,10.4,6.85,42,11,,,,,Repeated,,,Loyalsock,,,Mouth,,,
491,Rock.LittleLoyalsock,201406.Rock.LittleLoyalsock,,,Rock.Run,Little Loyalsock Creek,6/19/2014,,,,,41.501177,-76.516613,,13,6.46,39.4,7,,,,,Repeated,,,Loyalsock,,,DCNR Property,,,
492,UNT20359toLoyalsock.Loyalsock,201406.UNT20359toLoyalsock.Loyalsock,,,UN.Trib.20359.to.Loyalsock.Creek..AKA.Brook.Kedron,Loyalsock Creek,6/19/2014,1:17:00 PM,,41.4573,-76.47836,41.4573,-76.47836,,13,6.13,35.7,2.5,,,,,Single,Unassessed,,,,,Downstream of Railroad Grade near Haystack Rapids,,,
493,BearRun.Loyalsock,201406.BearRun.Loyalsock,,,Bear.Run,Loyalsock Creek,6/20/2014,,,,,41.465112,-76.498457,,12.2,7.25,34.5,7.8,,,,,Repeated,,,Loyalsock,,,Above bridge on Cosgrove property,,,
494,UNT20348.MillMokoma,201406.UNT20348.MillMokoma,,,UNT.20348,Mill Creek (Mokoma),6/20/2014,2:50:00 PM,,41.43025,-76.49035,41.4313,-76.48955,,13.8,7.66,176.2,49,,,,,Single,Unassessed,,,,,below stonehedge road,,,
495,UNT20353.Loyalsock,201406.UNT20353.Loyalsock,,,UNT.20353,Loyalsock Creek,6/20/2014,12:37:00 PM,,41.46217,-76.49822,41.461795,-76.497944,,9.9,7.56,53.6,22,,,,,Single,Unassessed,,,,,At mouth. A 2.5M high Cascade 3m from mouth.fish was caught below the cascade. Large populations of Salamanders,,,
496,UNT20356.Mill,201406.UNT20356.Mill,,,UNT.20356,Mill Run,6/20/2014,5:02:00 PM,,41.47757,-76.47153,41.47757,-76.47153,,,,,,,,,,Single,Unassessed,,,,,below Karge road  Flows out of  lake,,,
497,UNT20364.Loyalsock,201406.UNT20364.Loyalsock,,,UNT.20364,Loyalsock Creek,6/20/2014,4:24:00 PM,,41.45336,-76.44816,41.45285,-76.449293,,,,,,,,,,Single,Unassessed,,,,,At mouth,,,
498,Cabin.Schrader,201406.Cabin.Schrader,,,Cabin.Run.,Schrader Creek,6/21/2014,3:08:00 PM,,41.602222,-76.676944,41.59981,-76.67905,,12.6,6.96,43.2,7.3,,,,,Single,Unassessed,,,,,up off of the Valley floor dry for 750M from mouth,,,
499,Thomas.Schrader,201406.Thomas.Schrader,,,Thomas.Run,Schrader Creek,6/21/2014,4:13:00 PM,,41.602222,-76.676389,41.604403,-76.678416,,14.6,5.75,17.6,1.2,,,,,Single,Unassessed,,,,,Above culvert on schrader creek road. Dry from 450M from mouth,,,
500,UNT30395.Schrader,201406.UNT30395.Schrader,,,UNT.30395,Schrader Creek,6/21/2014,6:02:00 PM,,41.61922,-76.66987,41.619868,-76.671392,,13.6,5.53,9.1,3,,,,,Single,Unassessed,,,,,at 63M trib flows underground,,,
501,UNT30396.Schrader,201406.UNT30396.Schrader,,,UNT.30396,Schrader Creek,6/21/2014,5:15:00 PM,,41.601,-76.67142,41.61042,-76.67189,,13.5,7.04,30.6,7.5,,,,,Single,Unassessed,,,,,At mout. Hanging cuvert ~1.5M w/ 2m cascade below culvert.,,,
502,Unt30400t.Schrader,201406.Unt30400t.Schrader,,,Un.named.tributary.30400.to.Schrader.Creek,Schrader Creek,6/21/2014,2:20:00 PM,,41.59903,-76.69151,41.59903,-76.69151,,,,,,,,,,Single,Unassessed,,,,,Massive debris flow at mouth. No out flow present 75m either side of mouth GPS point.,,,
503,UNT30401.Schrader,201406.UNT30401.Schrader,,,UNT.30401,Schrader Creek,6/21/2014,2:06:00 PM,,41.5973,-76.69854,41.5983,-76.7013,,,,,,,,,,Single,Unassessed,,,,,Dry from mouth to road and dry above road,,,
504,UNT304079Closertocol.Schrader,201406.UNT304079Closertocol.Schrader,,,UNT.30407.9..Closer.to.cold.spring,Schrader Creek,6/21/2014,1:05:00 PM,,41.5928016,-76.721154,41.5928016,-76.721154,,11.4,6.9,29.7,8.1,,,,,Single,Unassessed,,,,,above culvert on Schrader Creek road between Cold Spring and Rollinson Run.   Notes: Trib Splits @ 75M above the Mouth,,,
505,UNT30409.Schrader,201406.UNT30409.Schrader,,,UNT.30409,Schrader Creek,6/21/2014,12:41:00 PM,,41.58662,-76.74131,41.586709,-76.74146,,18.7,6.14,35.3,1.9,,,,,Single,Unassessed,,,,,Massive wetland with no defined outflow.,,,
506,Unt30420t.Schrader,201406.Unt30420t.Schrader,,,Un.named.tributary.30420.to.Schrader.Creek,Schrader Creek,6/21/2014,11:14:00 AM,,41.58499,-76.76442,41.58471,-76.76464,,9.4,6.94,27.6,5,,,,,Single,Unassessed,,,,,at the mouth,,,
507,UNT30422.Schrader,201406.UNT30422.Schrader,,,UNT.30422,Schrader Creek,6/21/2014,10:28:00 AM,,41.58547,-76.75958,41.58545,-76.75957,,13.3,6.41,36.1,4.7,,,,,Single,Unassessed,,,,,at  mouth  not enough water to shock well,,,
508,UNT30425.Schrader,201406.UNT30425.Schrader,,,UNT.30425,Schrader Creek,6/21/2014,8:50:00 AM,,41.58182,-76.78236,41.58201,-76.78222,,12,6.13,35,1.7,,,,,Single,Unassessed,,,,,west of schrader creek road,,,
509,UNT20043.Loyalsock,201406.UNT20043.Loyalsock,,,UNT.20043,Loyalsock Creek,6/22/2014,9:30:00 AM,,41.43136,-76.71376,41.43136,-76.71376,,,,,,,,,,Single,Unassessed,,,,,Lewis lumber property  Hillsgrove  Pa,,,
510,Coal.NorthBuffalo,201406.Coal.NorthBuffalo,,,Coal.Run,North Branch Buffalo Creek,6/25/2014,11:30:00 AM,,40.934403,-77.043274,40.93419,-77.047241,,22.3,8.12,293.2,117,,104,,,Single,Unassessed,,,,,At rock culvert of Johnstown and Green Ridge Road,,,
511,Unt18002t.Penns,201406.Unt18002t.Penns,,,Un.named.tributary.18002.to.Penns.Creek,Penns Creek,6/25/2014,8:30:00 AM,,40.82354,-76.87289,40.823517,-76.901489,,20.9,7.5,323.9,80,,63,,,Single,Unassessed,,,,,Behind snyder county tractor pull,,,
512,Unt19056t.NorthBuffalo,201406.Unt19056t.NorthBuffalo,,,Un.named.tributary.19056.to.North.Branch.Buffalo.Creek,North Branch Buffalo Creek,6/25/2014,1:00:00 PM,,40.96006,-77.12701,40.962012,-77.128698,,13.9,5.43,25.7,0.1,,8,,,Single,Unassessed,,,,,At mouth,,,
513,UNT17699.Penns,201407.UNT17699.Penns,,,UNT.17699,Penns Creek,7/1/2014,2:15:00 PM,,40.75534,-76.86041,40.750021,-76.873812,,22,7.87,24.2,84,,71,,,Single,Unassessed,,,,,Off Aquaduct Road  above culvert,,,
514,Monongahela.Penns,201407.Monongahela.Penns,,,Monongahela.Creek,Penns Creek,7/2/2014,8:48:00 AM,,40.877403,-76.876186,40.847488,-76.927727,,21,7.64,211.2,82.5,,42,,,Single,Unassessed,,,,,Above Bridge on Salem Road,,,
515,TroutValley.Mahantango,201407.TroutValley.Mahantango,,,Trout.Valley.Run,Mahantango Creek,7/2/2014,12:45:00 PM,,40.71836,-76.96169,40.72121,-76.961616,,23.7,7.87,280.5,98,,90,,,Single,Unassessed,,,,,At Zeigler s on Hoffer Road,,,
516,Unt17396o.TroutValley,201407.Unt17396o.TroutValley,,,Un.named.tributary.17396.of.Trout.Valley.Run,Trout Valley Run,7/2/2014,2:00:00 PM,,40.71632,-76.9488,40.71833,-76.94925,,,,,,,,,,Single,Unassessed,,,,,Steffen Valley Road near Stahl Hill Road,,,
517,Unt17398t.TroutValley,201407.Unt17398t.TroutValley,,,Un.named.tributary.17398.to.Trout.Valley.Run,Trout Valley Run,7/2/2014,1:09:00 PM,,40.71836,-76.96169,40.71836,-76.96169,,28.3,8.34,318.9,112,,81,,,Single,Unassessed,,,,,At mouth along Hoffer Run,,,
518,UNT17990ofPenns.Penns,201407.UNT17990ofPenns.Penns,,,UNT.17990.of.Penns.Creek,Penns Creek,7/2/2014,3:40:00 PM,,40.78488,-76.86606,40.785596,-76.868796,,,,,,,,,,Single,Unassessed,,,,,In front of Companion Animal Hospital,,,
519,UNT17992ofPenns.Penns,201407.UNT17992ofPenns.Penns,,,UNT.17992.of.Penns.Creek,Penns Creek,7/7/2014,9:30:00 AM,,40.79336,-76.86607,40.793875,-76.865517,,,,,,,,,,Single,Unassessed,,,,,Selinsgrove Park Life trail,,,
520,UNT17993toPenns.Penns,201407.UNT17993toPenns.Penns,,,UNT.17993.to.Penns.Creek,Penns Creek,7/7/2014,10:00:00 AM,,40.79532,-76.87997,40.794318,-76.880054,,,,,,,,,,Single,Unassessed,,,,,Not given,,,
521,UNT17994ofPenns.Penns,201407.UNT17994ofPenns.Penns,,,UNT.17994.of.Penns.Creek,Penns Creek,7/7/2014,9:36:00 AM,,40.80126,-76.89189,40.804089,-76.893022,,,,,,,,,,Single,Unassessed,,,,,Dry,,,
522,UNT17997ofPenns.Penns,201407.UNT17997ofPenns.Penns,,,UNT.17997.of.Penns.Creek.,Penns Creek,7/7/2014,10:15:00 AM,,40.7996,-76.85903,40.80083,-76.86909,,,,,,,,,,Single,Unassessed,,,,,Bridge at Susquehanna Ave,,,
523,UNT17998toPenns.Penns,201407.UNT17998toPenns.Penns,,,UNT.17998.to.Penns.Creek,Penns Creek,7/7/2014,12:40:00 PM,,40.80708,-76.85536,40.818228,-76.845915,,25.9,8.2,731,144,,120,,,Single,Unassessed,,,,,Gated Road off Old Trail at Power Grid,,,
524,UNT18001toPenns.Penns,201407.UNT18001toPenns.Penns,,,UNT.18001.to.Penns.Creek,Penns Creek,7/7/2014,11:43:00 AM,,40.86173,-76.86729,40.81632,-76.87048,,,,,,,,,,Single,Unassessed,,,,,Hawks Landscaping,,,
525,UNT64153toPenns.Penns,201407.UNT64153toPenns.Penns,,,UNT.64153.to.Penns.Creek,Penns Creek,7/7/2014,12:00:00 PM,,40.82472,-76.83983,40.82645,-76.840361,,,,,,,,,,Single,Unassessed,,,,,Old Trail Rd.,,,
526,UNT17995toPenns.Penns,201407.UNT17995toPenns.Penns,,,UNT.17995.to.Penns.Creek,Penns Creek,7/8/2014,2:10:00 PM,,40.80093,-76.89502,40.80104,-76.89501,,,,,,,,,,Single,Unassessed,,,,,SW of East Snyder Count + Part,,,
527,UNT18214toCherry.Cherry,201407.UNT18214toCherry.Cherry,,,UNT.18214.to.Cherry.Run,Cherry Run,7/9/2014,2:52:00 PM,,40.85796,-77.36017,40.85796,-77.36017,,,,,,,,,,Single,Unassessed,,,,,Above culvert on Cherry Run Road,,,
528,UNT18215toCherry.Cherry,201407.UNT18215toCherry.Cherry,,,UNT.18215.to.Cherry.Run,Cherry Run,7/9/2014,3:12:00 PM,,40.86178,-77.35407,40.86178,-77.35407,,,,,,,,,,Single,Unassessed,,,,,Above Colvert on Cherry Run Road,,,
529,UNT18216toCherry.Cherry,201407.UNT18216toCherry.Cherry,,,UNT.18216.to.Cherry.Run,Cherry Run,7/9/2014,3:30:00 PM,,40.86766,-77.33961,40.86766,-77.33961,,,,,,,,,,Single,Unassessed,,,,,Culvert along Cherry Road,,,
530,UNT30338.Schrader,201407.UNT30338.Schrader,,,UNT.30338,Schrader Creek,7/9/2014,1:00:00 PM,,41.68882,-76.50897,41.687256,-76.505876,,,,,,,,,,Single,Unassessed,,,,,At mouth  heavy rain day before,,,
531,UNT30340.Millstone,201407.UNT30340.Millstone,,,UNT.30340.,Millstone Creek,7/9/2014,12:55:00 PM,,41.68277,-76.51057,41.682681,-76.510084,,,,,,,,,,Single,Unassessed,,,,,Mouth and upstream 200m  Heavy rain the day before.,,,
532,UNT30342.Millstone,201407.UNT30342.Millstone,,,UNT.30342,Millstone Creek,7/9/2014,4:05:00 PM,,41.66909,-76.51395,41.66909,-76.51395,,,,,,,,,,Single,Unassessed,,,,,Millstone Road  No outflow at mouth  this UNT has been enclosed into a spring house at the source on the mountainside.,,,
533,UNT30342toMillstoneCre.Millstone,201407.UNT30342toMillstoneCre.Millstone,,,UNT.30342.to.Millstone.Creek,Millstone Creek,7/9/2014,4:05:00 PM,,41.66909,-76.51395,41.66909,-76.51395,,,,,,,,,,Single,Unassessed,,,,,Millstone Road  No outflow at mouth  this UNT has been enclosed into a spring house at the source on the mountainside.,,,
534,UNT30343.Millstone,201407.UNT30343.Millstone,,,UNT.30343,Millstone Creek,7/9/2014,3:36:00 PM,,41.66543,-76.51673,41.665523,-76.51615,,,,,,,,,,Single,Unassessed,,,,,Mouth. Millstone Road. Heavy rain the day before. Does not flow like on topo map  it follows contours.,,,
535,UNT30344.Millstone,201407.UNT30344.Millstone,,,UNT.30344,Millstone Creek,7/9/2014,3:51:00 PM,,41.65538,-76.51984,41.65537,-76.51933,,,,,,,,,,Single,Unassessed,,,,,Millstone Road  next to Stone Mountain Lodge. Heavy rain the day before.,,,
536,UNT30348.DeepHollow,201407.UNT30348.DeepHollow,,,UNT.30348,Deep Hollow,7/9/2014,1:50:00 PM,,41.64297,-76.51949,41.64297,-76.51949,,14.6,7.11,63.4,25,,26,,,Single,Unassessed,,,,,At mouth  hanging culvert 3m into reach.,,,
