SurveyID,SiteCode,EventCode,Date,Watername,TribTo,Time,CrewLeader,Comments,Location,Length,AveWid,Wid1,Wid2,Wid3,Wid4,Wid5,VoltStart,FreqStart,DutyStart,Volts,FreqEnd,DutyEnd,Flow,EffortMin,Seconds,Pass1TimeA,Pass2TimeA,Pass3TimeA,Pass1TimeB,Pass2TimeB,Pass3TimeB,Pass1TimeC,Pass2TimeC,Pass3TimeC,Pass1TimeD,Pass2TimeD,Pass3TimeD,PEAllTrout,PEBrook,PEBrown,PERainbow,PEYOYAll,PEYOYBrook,PEYOYBrown,PEYOYRainbow,PEAdtAll,PEAdtBrook,PEAdtBrown,PEAdtRainbow,BrookP1,BrookP2,BrookP3,BrownP1,BrownP2,BrownP3,RainP1,RainP2,RainP3,TigerP1,TigerP2,TigerP3,TotalP1,TotalP2,TotalP3,GrandTotal,NumShockers,TimeStamp,IDBy,RecordBy,Crew,RFPID,SurveyNotes,Operators,Netters
511,Unt19056t.NorthBuffalo,201406.Unt19056t.NorthBuffalo,25-Jun-14,Un.named.tributary.19056.to.North.Branch.Buffalo.Creek,North Branch Buffalo Creek,1:00:00 PM,,,At mouth,100,0.82,0.3,1.9,1,0.5,0.4,900,,,900,,,,4,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
512,UNT17699.Penns,201407.UNT17699.Penns,01-Jul-14,UNT.17699,Penns Creek,2:15:00 PM,,,Off Aquaduct Road  above culvert,100,1.38,0.5,0.7,3,1.8,0.9,350,,,350,,,,16,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
513,Monongahela.Penns,201407.Monongahela.Penns,02-Jul-14,Monongahela.Creek,Penns Creek,8:48:00 AM,,,Above Bridge on Salem Road,100,3.62,3,2,5.4,4.1,3.6,125,,,125,,,,39,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
514,TroutValley.Mahantango,201407.TroutValley.Mahantango,02-Jul-14,Trout.Valley.Run,Mahantango Creek,12:45:00 PM,,,At Zeigler s on Hoffer Road,100,2.92,2,2.5,3,3.1,4,225,,,225,,,,22,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
515,Unt17396o.TroutValley,201407.Unt17396o.TroutValley,02-Jul-14,Un.named.tributary.17396.of.Trout.Valley.Run,Trout Valley Run,2:00:00 PM,,,Steffen Valley Road near Stahl Hill Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Unt17398t.TroutValley,201407.Unt17398t.TroutValley,02-Jul-14,Un.named.tributary.17398.to.Trout.Valley.Run,Trout Valley Run,1:09:00 PM,,,At mouth along Hoffer Run,100,0.62,1,1.1,0.7,0.2,0.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,UNT17990ofPenns.Penns,201407.UNT17990ofPenns.Penns,02-Jul-14,UNT.17990.of.Penns.Creek,Penns Creek,3:40:00 PM,,,In front of Companion Animal Hospital,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,UNT17992ofPenns.Penns,201407.UNT17992ofPenns.Penns,07-Jul-14,UNT.17992.of.Penns.Creek,Penns Creek,9:30:00 AM,,,Selinsgrove Park Life trail,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,UNT17993toPenns.Penns,201407.UNT17993toPenns.Penns,07-Jul-14,UNT.17993.to.Penns.Creek,Penns Creek,10:00:00 AM,,,Not given,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,UNT17994ofPenns.Penns,201407.UNT17994ofPenns.Penns,07-Jul-14,UNT.17994.of.Penns.Creek,Penns Creek,9:36:00 AM,,,Dry,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,UNT17997ofPenns.Penns,201407.UNT17997ofPenns.Penns,07-Jul-14,UNT.17997.of.Penns.Creek.,Penns Creek,10:15:00 AM,,,Bridge at Susquehanna Ave,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,UNT17998toPenns.Penns,201407.UNT17998toPenns.Penns,07-Jul-14,UNT.17998.to.Penns.Creek,Penns Creek,12:40:00 PM,,,Gated Road off Old Trail at Power Grid,100,0.32,0.2,0.3,0.3,0.3,0.5,100,,,100,,,,11,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
523,UNT18001toPenns.Penns,201407.UNT18001toPenns.Penns,07-Jul-14,UNT.18001.to.Penns.Creek,Penns Creek,11:43:00 AM,,,Hawks Landscaping,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,UNT64153toPenns.Penns,201407.UNT64153toPenns.Penns,07-Jul-14,UNT.64153.to.Penns.Creek,Penns Creek,12:00:00 PM,,,Old Trail Rd.,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,UNT17995toPenns.Penns,201407.UNT17995toPenns.Penns,08-Jul-14,UNT.17995.to.Penns.Creek,Penns Creek,2:10:00 PM,,,SW of East Snyder Count + Part,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,UNT18214toCherry.Cherry,201407.UNT18214toCherry.Cherry,09-Jul-14,UNT.18214.to.Cherry.Run,Cherry Run,2:52:00 PM,,,Above culvert on Cherry Run Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,UNT18215toCherry.Cherry,201407.UNT18215toCherry.Cherry,09-Jul-14,UNT.18215.to.Cherry.Run,Cherry Run,3:12:00 PM,,,Above Colvert on Cherry Run Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,UNT18216toCherry.Cherry,201407.UNT18216toCherry.Cherry,09-Jul-14,UNT.18216.to.Cherry.Run,Cherry Run,3:30:00 PM,,,Culvert along Cherry Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,UNT30338.Schrader,201407.UNT30338.Schrader,09-Jul-14,UNT.30338,Schrader Creek,1:00:00 PM,,,At mouth  heavy rain day before,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,UNT30340.Millstone,201407.UNT30340.Millstone,09-Jul-14,UNT.30340.,Millstone Creek,12:55:00 PM,,,Mouth and upstream 200m  Heavy rain the day before.,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,UNT30342.Millstone,201407.UNT30342.Millstone,09-Jul-14,UNT.30342,Millstone Creek,4:05:00 PM,,,Millstone Road  No outflow at mouth  this UNT has been enclosed into a spring house at the source on the mountainside.,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,UNT30342toMillstoneCre.Millstone,201407.UNT30342toMillstoneCre.Millstone,09-Jul-14,UNT.30342.to.Millstone.Creek,Millstone Creek,4:05:00 PM,,,Millstone Road  No outflow at mouth  this UNT has been enclosed into a spring house at the source on the mountainside.,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,UNT30343.Millstone,201407.UNT30343.Millstone,09-Jul-14,UNT.30343,Millstone Creek,3:36:00 PM,,,Mouth. Millstone Road. Heavy rain the day before. Does not flow like on topo map  it follows contours.,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,UNT30344.Millstone,201407.UNT30344.Millstone,09-Jul-14,UNT.30344,Millstone Creek,3:51:00 PM,,,Millstone Road  next to Stone Mountain Lodge. Heavy rain the day before.,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,UNT30348.DeepHollow,201407.UNT30348.DeepHollow,09-Jul-14,UNT.30348,Deep Hollow,1:50:00 PM,,,At mouth  hanging culvert 3m into reach.,100,0.34,0.4,0.3,0.5,0.3,0.2,550,,,550,,,,3,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
536,UNT30349.DeepHollow,201407.UNT30349.DeepHollow,09-Jul-14,UNT.30349.,Deep Hollow,2:02:00 PM,,,At mouth. 40m into the site there is a 10m high bedrock waterfall. No fish after 1st 5m.,100,1.04,1.4,1.2,1,0.7,0.9,700,,,700,,,,3,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
537,UNT30350.DeepHollow,201407.UNT30350.DeepHollow,09-Jul-14,UNT.30350,Deep Hollow,2:50:00 PM,,,At mouth,100,1.68,2,2.5,1.7,0.9,1.3,600,,,600,,,,14,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
538,UNT30351.DeepHollow,201407.UNT30351.DeepHollow,09-Jul-14,UNT.30351,Deep Hollow,11:00:00 AM,,,State gamelands boundary on Deep Hollow Road,100,1.24,1.4,1.2,1.3,1.1,1.2,500,,,500,,,,16,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
539,UNT30352toMillstoneCre.Millstone,201407.UNT30352toMillstoneCre.Millstone,09-Jul-14,UNT.30352.to.Millstone.Creek,Millstone Creek,4:25:00 PM,,,Millstone Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,UNT30354.Millstone,201407.UNT30354.Millstone,09-Jul-14,UNT.30354,Millstone Creek,4:47:00 PM,,,At mouth to Millstone Creek,105,2.1,2.8,2.3,1.8,1.7,1.9,750,,,750,,,,16,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
541,Carbon.Schrader,201407.Carbon.Schrader,10-Jul-14,Carbon.Run,Schrader Creek,12:30:00 PM,,,At mouth,100,2.68,3.2,2.7,1.6,4,1.9,700,,,700,,,,8,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
542,Falls.Schrader,201407.Falls.Schrader,10-Jul-14,Falls.Creek,Schrader Creek,11:45:00 AM,,,At bridge on gamelands Road. Old limestone treatment dam blown out  no longer working.,100,4.24,5,6.2,4.1,3.2,2.7,400,,,400,,,,8,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
543,KohlerValley.Penns,201407.KohlerValley.Penns,10-Jul-14,Kohler.Valley.Run,Penns Creek,10:00:00 AM,,,Below George HWY on Bloom Road John Bloomes Property south of HWY split,100,5.28,5.9,4.2,6.7,4.3,5.3,450,,,450,,,,35,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
544,McCraney.LittleSchrader,201407.McCraney.LittleSchrader,10-Jul-14,McCraney.Run,Little Schrader Creek,1:50:00 PM,,,At mouth  Along game commission road.,100,2.96,3.2,4.1,2.7,3.3,1.5,800,,,800,,,,12,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
545,Stoney.Buffalo,201407.Stoney.Buffalo,10-Jul-14,Stoney.Run,Buffalo Creek,3:28:00 PM,,,Buffalo crossroads culvert,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,UNT18352toMuddy.Muddy,201407.UNT18352toMuddy.Muddy,10-Jul-14,UNT.18352.to.Muddy.Creek,Muddy Creek,12:32:00 PM,,,Along Reeder Road by mouth at muddy creek,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,UNT18355toMuddy.Muddy,201407.UNT18355toMuddy.Muddy,10-Jul-14,UNT.18355.to.Muddy.Creek,Muddy Creek,12:41:00 PM,,,At mouth,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,UNT18356toMuddy.Muddy,201407.UNT18356toMuddy.Muddy,10-Jul-14,UNT.18356.to.Muddy.Creek,Muddy Creek,12:39:00 PM,,,Along Lower George Vally Rel (?) Culvert,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,UNT18380toSinking.Sinking,201407.UNT18380toSinking.Sinking,10-Jul-14,UNT.18380.to.Sinking.Creek,Sinking Creek,2:11:00 PM,,,Indian Road off 45 East,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,UNT18405toBoalsGapRu.BoalsGap,201407.UNT18405toBoalsGapRu.BoalsGap,10-Jul-14,UNT.18405.to.Boal.s.Gap.Run,Boals Gap Run,11:59:00 AM,,,At Dogtown Road  Farmland to left,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,UNT18406toBoalsGapRu.BoalsGap,201407.UNT18406toBoalsGapRu.BoalsGap,10-Jul-14,UNT.18406.to.Boal.s.Gap.Run,Boals Gap Run,12:12:00 PM,,,Off Racetrack Road Culvert  this was a wetland,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,UNT20256.Black,201407.UNT20256.Black,10-Jul-14,UNT.20256,Black Creek,8:07:00 AM,,,Confluence with Black Creek off Junks Pond Road,100,2.12,3.2,1.7,2,2.3,1.4,700,,,700,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,UNT30357.Schrader,201407.UNT30357.Schrader,10-Jul-14,UNT.30357,Schrader Creek,10:20:00 AM,,,Westin Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,UNT30358.Schrader,201407.UNT30358.Schrader,10-Jul-14,UNT.30358,Schrader Creek,10:45:00 AM,,,At mouth along Westin Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNT30359.Schrader,201407.UNT30359.Schrader,10-Jul-14,UNT.30359,Schrader Creek,10:55:00 AM,,,Westin Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,UNT30378.Sugar,201407.UNT30378.Sugar,10-Jul-14,UNT.30378,Sugar Run,4:00:00 PM,,,40 m up from mouth. Dry at mouth,100,0.22,0.2,0.1,0.2,0.3,0.3,800,,,800,,,,10,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
557,Unt64563o.Penns,201407.Unt64563o.Penns,10-Jul-14,Un.named.tributary.64563.of.Sinking.Creek.,Penns Creek,2:11:00 PM,,,Indian Road off 45 East,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,UNT64564ofSinking.Sinking,201407.UNT64564ofSinking.Sinking,10-Jul-14,UNT.64564.of.Sinking.Creek,Sinking Creek,2:16:00 PM,,,Along 45E at Country Haven Drive,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,UNT64565toSinking.Sinking,201407.UNT64565toSinking.Sinking,10-Jul-14,UNT.64565.to.Sinking.Creek,Sinking Creek,1:56:00 PM,,,Off Luse Road (Culvert),,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,UNT18219toSwift.Swift,201407.UNT18219toSwift.Swift,14-Jul-14,UNT.18219.to.Swift.Run,Swift Run,12:45:00 PM,,,Reed s Gap Spur,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,UNT18220toSwift.Swift,201407.UNT18220toSwift.Swift,14-Jul-14,UNT.18220.to.Swift.Run,Swift Run,11:55:00 AM,,,Reed s Gap Spur,105,1.7,1.8,1.2,1.9,2.2,1.4,750,,,750,,,,21,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
562,UNT18221toSwift.Swift,201407.UNT18221toSwift.Swift,14-Jul-14,UNT.18221.to.Swift.Run,Swift Run,1:24:00 PM,,,25m up from mouth off of Reed s Gap Spur,100,1.76,1,1.5,2,2.1,2.2,800,,,800,,,,18,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
563,UNT17700toPenns.Penns,201407.UNT17700toPenns.Penns,15-Jul-14,UNT.17700.to.Penns.Creek,Penns Creek,11:45:00 AM,,,Aquaduct Road,100,1.64,2.5,0.5,1.5,1.7,2,225,,,225,,,,15,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
564,UNT64152ofPenns.Penns,201407.UNT64152ofPenns.Penns,15-Jul-14,UNT.64152.of.Penns.Creek,Penns Creek,10:01:00 AM,,,Sheets outside of NRG Controls North Inc,59,2.12,1.8,1.4,2.8,3.1,1.5,250,,,250,,,,35,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
565,UNT18016toPenns.Penns,201407.UNT18016toPenns.Penns,16-Jul-14,UNT.18016.to.Penns.Creek,Penns Creek,3:49:00 PM,,,Above Culvert on Creek Road (Mill Road),,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,UNT18039toPenns.Penns,201407.UNT18039toPenns.Penns,16-Jul-14,UNT.18039.to.Penns.Creek,Penns Creek,3:40:00 PM,,,Culvert along Penns Creek Drive,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,UNT20387.Birch,201407.UNT20387.Birch,16-Jul-14,UNT.20387,Birch Creek,4:45:00 PM,,,Upstream of McConnell Dam Road. Flows into beaver ponds and swamps. Lots of Sediment.,100,1.12,3.1,1.1,0.3,0.3,0.8,700,,,700,,,,4,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
568,UNT20414toLoyalsockCre.Loyalsock,201407.UNT20414toLoyalsockCre.Loyalsock,16-Jul-14,UNT.20414.to.Loyalsock.Creek,Loyalsock Creek,3:46:00 PM,,,White Ash Land,100,0.68,0.4,0.8,0.7,0.7,0.8,700,,,700,,,,6,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
569,UNT20415toLoyalsockCre.Loyalsock,201407.UNT20415toLoyalsockCre.Loyalsock,16-Jul-14,UNT.20415.to.Loyalsock.Creek,Loyalsock Creek,3:30:00 PM,,,Side Channel/Backwater now part of Loyalsock Creek,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,BigSpring.Sherman,201407.BigSpring.Sherman,17-Jul-14,Big.Spring.Run,Sherman Creek,11:00:00 AM,,,Tuscarora Park on trail Behind Pavilion,100,2.28,1.5,1.8,2.8,2.7,2.6,350,,,350,,,,38,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
571,Browns.Shermans,201407.Browns.Shermans,17-Jul-14,Browns.Run,Shermans Creek,1:05:00 PM,,,Off Faller Hollow Road at Faller Hallows Campground,100,2.02,2,2.1,1.3,1.5,3.2,750,,,750,,,,25,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
572,Harts.Hemlock,201407.Harts.Hemlock,17-Jul-14,Harts.Run,Hemlock Run,4:04:00 PM,,,Off Hemlock Road at Culvert,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Patterson.Hemlock,201407.Patterson.Hemlock,17-Jul-14,Patterson.Run,Hemlock Run,4:24:00 PM,,,Headwaters of Patterson  200m off Hemlock Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,UNT30361.LongValley,201407.UNT30361.LongValley,17-Jul-14,UNT.30361,Long Valley Run,10:14:00 AM,,,15m above mouth on Long Valley Road  hanging culvert at 1m into site.,100,2.5,2,3.7,2.9,2.4,1.5,400,,,400,,,,5,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
575,UNT30365.Schrader,201407.UNT30365.Schrader,17-Jul-14,UNT.30365,Schrader Creek,8:25:00 AM,,,At mouth and up 400m,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,UNT30366.Schrader,201407.UNT30366.Schrader,17-Jul-14,UNT.30366,Schrader Creek,8:58:00 AM,,,At the mouth. At 2m up from mouth there is a series of 5 bedrock ledges that are 1-2m in height. No water after 54m. Trout caught in 1st 2m.,54,3.4,3.9,1.7,3.9,3.7,3.8,450,,,450,,,,3,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
577,UNT30368.Falls,201407.UNT30368.Falls,17-Jul-14,UNT.30368,Falls Creek,11:35:00 AM,,,At mouth. Intermittent flow  underground flow  pockets of pools.,50,0.34,0.5,0.3,0.2,0.4,0.3,400,,,400,,,,2,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
578,UNT30370.Schrader,201407.UNT30370.Schrader,17-Jul-14,UNT.30370,Schrader Creek,12:20:00 PM,,,At mouth. Dry/underground for 1st 10m of stream.,100,1.58,1.4,1.5,2.2,1.7,1.1,550,,,550,,,,17,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
579,Unt30371o.Schrader,201407.Unt30371o.Schrader,17-Jul-14,Un.named.tributary.30371.of.Schrader.Creek,Schrader Creek,1:31:00 PM,,,At mouth,100,1.04,1,1.1,1.1,0.9,1.1,700,,,700,,,,12,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
580,UNT30375.Schrader,201407.UNT30375.Schrader,17-Jul-14,UNT.30375,Schrader Creek,3:05:00 PM,,,At mouth,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,UNT30376.Schrader,201407.UNT30376.Schrader,17-Jul-14,UNT.30376,Schrader Creek,3:15:00 PM,,,At mouth,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,UNT64345.Schrader,201407.UNT64345.Schrader,17-Jul-14,UNT.64345,Schrader Creek,3:07:00 PM,,,At mouth,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Unt64346t.Schrader,201407.Unt64346t.Schrader,17-Jul-14,Un.named.tributary.64346.to.Schrader.Creek,Schrader Creek,4:30:00 PM,,,At mouth. Too much sediment for BMI sampling.,101,1.24,1.3,0.7,1.4,1.3,1.5,600,,,600,,,,14,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
584,Unt17996t.Penns,201407.Unt17996t.Penns,18-Jul-14,Un.named.tributary.17996.to.Penns.Creek,Penns Creek,7:45:00 AM,,,Near Selinsgrove Borough mulching site,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Unt17999o.Penns,201407.Unt17999o.Penns,18-Jul-14,Un.named.tributary.17999.of.Penns.Creek,Penns Creek,8:15:00 AM,,,Backwater of Penns Creek + Rt 15. Not distinguishable from Penns Creek,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Unt18000o.Penns,201407.Unt18000o.Penns,18-Jul-14,Un.named.tributary.18000.of.Penns.Creek,Penns Creek,8:27:00 AM,,,Along Rt. 15,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Unt18003o.Penns,201407.Unt18003o.Penns,18-Jul-14,Un.named.tributary.18003.of.Penns.Creek,Penns Creek,4:47:00 PM,,,Along Old Colony Road,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Unt18005o.Penns,201407.Unt18005o.Penns,18-Jul-14,Un.named.tributary.18005.of.Penns.Creek,Penns Creek,4:15:00 PM,,,At Snyder County Tractor Pull. Outflow from a pond.,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,UNT18225toBigPoe.BigPoe,201407.UNT18225toBigPoe.BigPoe,22-Jul-14,UNT.18225.to.Big.Poe.Creek,Big Poe Creek,10:35:00 AM,,,Off Poe Vally Campsite,35,0.76,0.4,0.6,0.7,1,1.1,700,,,700,,,,2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
590,UNT18228toBigPoe.BigPoe,201407.UNT18228toBigPoe.BigPoe,22-Jul-14,UNT.18228.to.Big.Poe.Creek,Big Poe Creek,11:24:00 AM,,,Off Poe Road at culvert,100,1.34,1.7,1.2,1.1,1.2,1.5,900,,,900,,,,14,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
591,UNT18229toBigPoe.BigPoe,201407.UNT18229toBigPoe.BigPoe,22-Jul-14,UNT.18229.to.Big.Poe.Creek,Big Poe Creek,12:55:00 PM,,,Mouth,60,1.6,1.8,1.9,1.7,1,1.6,900,,,900,,,,9,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
592,UNT18230toBigPoe.BigPoe,201407.UNT18230toBigPoe.BigPoe,22-Jul-14,UNT.18230.to.Big.Poe.Creek,Big Poe Creek,1:33:00 PM,,,Mouth,100,1.5,1.1,1.3,1,0.9,3.2,900,,,900,,,,19,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
